,trial_id,benchmark,fuzzer,Unnamed: 0_x,Unnamed: 0.1,git_hash,experiment_filestore,experiment,time_started,time_ended,time,edges_covered,fuzzer_stats,crash_key,bugs_covered,edges_covered_max,saturated,time_sat,initial_coverage,corpus,fuzzbench_trial_id,per_target_trial,Unnamed: 0_y,total_shared,total_eq,total_ineq,total_indir,bin_text_size,eq_unexplored,eq_reached,ineq_unexplored,ineq_reached,indir_reached,shared_reached,mean_exec_ns,q25_exec_ns,q50_exec_ns,q75_exec_ns,q100_exec_ns,mean_size_bytes,q25_mean_size_bytes,q50_mean_size_bytes,q75_mean_size_bytes,q100_mean_size_bytes,corpus_size
0,121,harfbuzz-1.3.2,afl,44874,11461,88981af167e37e5eabcd4fc7ab71d60d3550c673,/home/ec2-user/scratch/experiment-data,e2v2harf,2022-08-06 09:02:01.864991,2022-08-07 09:12:20.458202,86400,6636,,,0,7453,False,,4241,oss-sample,121.0,0.0,273.0,3545.0,14840.0,5724.0,1335.0,4917.0,1280.0,1839.0,1061.0,1332.0,23.0,0.0,3169912.365625001,3058788.5416666665,3169809.8166666664,3304374.95,3853512.7,15990.03125,68.25,88.5,707.0,393268.0,32.0
1,121,lcms-2017-03-21,afl,10557,140,88981af167e37e5eabcd4fc7ab71d60d3550c673,/home/ec2-user/scratch/experiment-data,e2v2lcms,2022-08-06 08:42:36.563193,,900,1643,,,0,2089,False,,1361,oss-sample,121.0,0.0,25.0,3469.0,13840.0,3820.0,1360.0,4960.0,951.0,1180.0,222.0,271.0,19.0,0.0,3506167.1541666663,2978471.825,3276692.0166666666,4033285.991666666,4564968.033333333,191.875,144.0,144.0,154.25,820.0,16.0
2,121,libjpeg-turbo-07-2017,afl,100572,10635,88981af167e37e5eabcd4fc7ab71d60d3550c673,/home/ec2-user/scratch/experiment-data,e2v2libjpeg,2022-08-06 09:07:35.204098,2022-08-07 09:17:52.804857,86400,2024,,,0,2031,True,10800.0,1387,oss-sample,121.0,0.0,125.0,3392.0,14677.0,6248.0,2240.0,8768.0,661.0,882.0,381.0,454.0,10.0,0.0,3716715.855,2624586.5583333336,2736212.533333333,3281104.675,12872742.733333332,55.2,6.75,21.5,107.5,149.0,20.0
3,121,libpcap_fuzz_both,afl,56419,11555,88981af167e37e5eabcd4fc7ab71d60d3550c673,/home/ec2-user/scratch/experiment-data,e2v2pcap,2022-08-06 09:03:12.262914,2022-08-07 09:13:30.053172,86400,2640,,,0,3553,False,,1441,oss-sample,121.0,0.0,173.0,3965.0,14007.0,3470.0,1139.0,4409.0,859.0,1260.0,238.0,310.0,32.0,0.0,4644766.318115941,3062998.666666667,3294096.5,5826738.95,10448585.366666667,41.30434782608695,31.0,37.5,43.0,106.0,46.0
4,121,libpng-1.2.56,afl,78666,11300,88981af167e37e5eabcd4fc7ab71d60d3550c673,/home/ec2-user/scratch/experiment-data,e2v2libpng,2022-08-06 09:08:09.675672,2022-08-07 09:18:27.417275,86400,894,,,0,894,True,2700.0,752,oss-sample,121.0,0.0,75.0,3220.0,11618.0,3287.0,1118.0,4376.0,546.0,650.0,163.0,195.0,7.0,0.0,2671578.848148148,2557241.975,2602989.9,2705117.2,4008060.533333333,816.0,16.0,41.0,47.0,19513.0,36.0
5,121,libxslt_xpath,afl,10892,11477,88981af167e37e5eabcd4fc7ab71d60d3550c673,/home/ec2-user/scratch/experiment-data,e2v2xslt,2022-08-06 09:03:32.063555,2022-08-07 09:13:49.636564,86400,9076,,,0,11055,False,,7856,oss-sample,121.0,0.0,100.0,4105.0,30671.0,8578.0,3874.0,14452.0,3178.0,4116.0,1099.0,1561.0,68.0,0.0,18586857.532374103,2836390.25,2979958.3666666667,3113630.9,2099863158.233333,3660.5035971223024,16.0,26.0,41.0,443972.0,139.0
6,121,mbedtls_fuzz_dtlsclient,afl,96,10472,88981af167e37e5eabcd4fc7ab71d60d3550c673,/home/ec2-user/scratch/experiment-data,e2v2mbedtls,2022-08-06 09:09:14.227090,2022-08-07 09:19:31.196369,86400,2743,,,0,3763,False,,2217,oss-sample,121.0,0.0,198.0,4315.0,15923.0,4842.0,1224.0,4644.0,1266.0,1510.0,462.0,566.0,22.0,0.0,3025269.7800000003,2803332.0666666664,3064366.5166666666,3222333.783333333,3616277.066666667,389.85,439.0,439.0,439.0,590.0,20.0
7,121,vorbis-2017-12-11,afl,34091,10767,88981af167e37e5eabcd4fc7ab71d60d3550c673,/home/ec2-user/scratch/experiment-data,e2v2vorbis,2022-08-06 09:36:27.807727,2022-08-07 09:46:46.052210,86400,1240,,,0,1374,False,,919,oss-sample,121.0,0.0,223.0,3576.0,11924.0,4519.0,1154.0,4436.0,539.0,713.0,324.0,416.0,4.0,0.0,3492358.3,2539987.1333333333,3010852.7,3281060.033333333,9591027.5,147.46153846153845,129.0,156.0,169.0,198.0,13.0
8,121,woff2-2016-05-06,afl,68059,10520,88981af167e37e5eabcd4fc7ab71d60d3550c673,/home/ec2-user/scratch/experiment-data,e2v2woff,2022-08-06 09:05:44.771619,2022-08-07 09:16:02.895883,86400,1203,,,0,1231,True,7200.0,1064,oss-sample,121.0,0.0,298.0,4048.0,15247.0,5814.0,1219.0,4633.0,449.0,780.0,345.0,585.0,12.0,0.0,2967224.091414141,2785781.791666667,2982202.65,3126222.041666667,3530757.7333333334,120.15151515151516,54.25,60.0,96.0,668.0,66.0
9,121,zlib_zlib_uncompress_fuzzer,afl,22451,11520,88981af167e37e5eabcd4fc7ab71d60d3550c673,/home/ec2-user/scratch/experiment-data,e2v2zlib,2022-08-06 09:05:14.667665,2022-08-07 09:15:32.660620,86400,467,,,0,470,True,900.0,402,oss-sample,121.0,0.0,149.0,3075.0,10231.0,3048.0,1122.0,4386.0,326.0,419.0,146.0,189.0,4.0,0.0,2679744.537179488,2545190.791666667,2665985.383333334,2773622.3083333336,3258357.433333333,30.15384615384616,5.0,7.0,19.0,274.0,26.0
